country,prov_name,iso_alpha3,data_year,total_precipitation,spei_index,drought_status,year,spei_Eastern Cape,spei_Free State,spei_Gauteng,spei_KwaZulu-Natal,spei_Limpopo,spei_Mpumalanga,spei_North West,spei_Northern Cape,spei_Western Cape,Total precipitation_Eastern Cape,tot_preci_FreeState,tot_preci_GP,Total precipitation_KwaZulu-Natal,Total precipitation_Limpopo,Total precipitation_Mpumalanga,Total precipitation_North West,Total precipitation_Northern Cape,Total precipitation_Western Cape,gwsa_Eastern Cape,gwsa_Free State,gwsa_Gauteng,gwsa_KwaZulu-Natal,gwsa_Limpopo,gwsa_Mpumalanga,gwsa_North West,gwsa_Northern Cape,gwsa_Western Cape,spei_status_Eastern Cape,spei_status_Free State,spei_status_GP,spei_status_KwaZulu-Natal,spei_status_Limpopo,spei_status_Mpumalanga,spei_status_North West,spei_status_Northern Cape,spei_status_Western Cape
South Africa,Western Cape,ZAR,01/02/20,18.29792888,-0.9137019,near normal,01/12/12,0.4,-0.14,0.02,0.38,0.12,-0.69,-0.49,0.2,-0.12,131.31,145.83,145.59,180.11,91.95,174.88,123.12,70.63,44.46,3.27,6.75,6.28,-0.28,4.13,4.55,7.27,4.08,5.69,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Western Cape,ZAR,01/03/20,16.1160208,-0.8762404,near normal,01/01/13,-0.7,-0.49,-0.33,-0.42,0.64,-0.19,-0.71,-0.29,-0.99,56.37,71.98,111.61,174.41,232.78,237.45,57.06,12,13.3,4.73,4.75,5.86,-3.77,2.18,1.54,4.59,2.52,5.19,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Western Cape,ZAR,01/04/20,17.92822978,-1.7033658,moderate drought,01/02/13,-0.45,-0.52,-0.69,-0.42,0.34,-0.18,-0.63,-0.49,-0.53,66.3,50.98,41.62,85.9,35.1,50.87,28.71,6.56,22.09,2.76,4.22,7.32,-3.47,2.63,3.07,5.56,2.37,3.92,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Western Cape,ZAR,01/05/20,17.84713186,-1.5263169,moderate drought,01/03/13,-0.56,-1.06,-1.25,-0.49,0.17,-0.27,-1.15,-0.78,-0.38,79.81,58.21,53.72,100.1,35.01,59.89,28.93,54.97,32.6,3.68,6.25,8.7,-2.52,3.72,2.73,8.89,3.22,3.25,Near normal,Moderate drought,Moderate drought,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal
South Africa,Western Cape,ZAR,01/06/20,31.61602197,-1.0264746,moderate drought,01/04/13,-0.4,-0.94,-0.55,-0.32,-0.39,-0.71,-0.83,-0.63,-0.36,58.41,54.75,68.75,78.79,67.73,78.04,47.39,12.2,34.91,5,9.03,9.9,1.89,5.07,5.72,9.8,4.93,5.77,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Western Cape,ZAR,01/07/20,41.46929072,-0.6503614,moderate drought,01/05/13,-0.17,-0.51,0.06,0.19,0.14,-0.22,-0.72,-0.4,-0.6,20.85,9.15,8.57,39.12,3.54,14.25,2.68,3.77,27.22,4.79,6.35,7.42,0.36,2.56,3.79,7.63,4.29,5.25,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Western Cape,ZAR,01/08/20,40.26377433,0.39519465,moderate drought,01/06/13,-0.58,-0.73,0.5,0.14,0.45,0.1,-0.7,-1.01,-0.35,9.28,0.64,0.04,25.43,1.35,3.56,0.04,9.15,48.66,5.28,6.61,8.06,2.45,2.91,4.61,7.67,4.73,4.61,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal
,,,,,,,01/07/13,-0.72,-1.52,-1.78,-0.3,-1.91,-0.85,-1.85,-1,-0.31,16.88,4.74,1.15,18.52,4.98,5.83,4.85,11,27.39,4.48,5.93,7.1,1.85,1.34,3.28,6.83,3.3,3.01,Near normal,Severe drought,Severe drought,Near normal,Severe drought,Near normal,Severe drought,Moderate drought,Near normal
,,,,,,,01/08/13,-0.67,-1.26,-0.68,-0.65,-1.72,-1.46,-1.16,0.12,0.82,19.63,6.52,5.83,26.49,4.23,13.42,2.06,8.46,71.27,3.55,5.78,5.87,3.65,2.2,3.73,6.96,3.56,0.82,Near normal,Moderate drought,Near normal,Near normal,Severe drought,Moderate drought,Moderate drought,Near normal,Near normal
,,,,,,,01/09/13,-0.74,-1.02,-0.85,-0.78,-1.38,-0.91,-0.79,0.47,0.64,8.93,4.76,8.89,28.94,7.37,16.19,2.84,4.9,28.55,4.11,6.29,6.51,3.82,2.62,4.2,6.93,3.2,0.01,Near normal,Moderate drought,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal
,,,,,,,01/10/13,-0.17,-0.5,0.05,-0.15,-0.35,0.65,-0.75,0.21,1.21,75.12,42.32,81.76,107.5,40.54,120.47,29.75,9.2,41.55,5.52,4.98,2.05,3.51,-0.46,1.74,2.75,4.35,3.28,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderately wet
